product_id,product_name,category,subcategory,brand,base_price_2015,weight_kg,rating,is_prime_eligible,launch_year,model
PROD_000042,Samsung Galaxy Note 5 16GB Blue,electronics,smartphones,samsung,164166.84,0.16,3.7,True,2015,galaxy note 5
PROD_000043,Samsung Galaxy Note 5 32GB Blue,electronics,smartphones,samsung,162866.91,0.24,3.6,True,2015,galaxy note 5
PROD_000044,Samsung Galaxy Note 5 16GB Gold,electronics,smartphones,samsung,151260.0,0.21,4.0,True,2015,galaxy note 5
PROD_000045,Samsung Galaxy J7 16GB Black,electronics,smartphones,samsung,41408.67,0.17,3.6,True,2015,galaxy j7
PROD_000046,Samsung Galaxy J7 32GB Black,electronics,smartphones,samsung,40307.83,0.24,3.8,False,2015,galaxy j7
PROD_000047,Samsung Galaxy J7 64GB Black,electronics,smartphones,samsung,40438.41,0.24,4.4,True,2015,galaxy j7
PROD_000048,Samsung Galaxy J7 16GB White,electronics,smartphones,samsung,32169.01,0.19,4.6,False,2015,galaxy j7
PROD_000049,Samsung Galaxy J7 32GB White,electronics,smartphones,samsung,23087.98,0.18,3.9,True,2015,galaxy j7
PROD_000050,Samsung Galaxy J7 16GB Blue,electronics,smartphones,samsung,44830.4,0.17,3.2,True,2015,galaxy j7
PROD_000051,Samsung Galaxy J7 32GB Blue,electronics,smartphones,samsung,19871.97,0.19,4.3,True,2015,galaxy j7
PROD_000052,OnePlus OnePlus 2 16GB Black,electronics,smartphones,oneplus,72564.1,0.21,3.6,True,2015,oneplus 2
PROD_000053,OnePlus OnePlus 2 32GB Black,electronics,smartphones,oneplus,102649.14,0.2,4.6,True,2015,oneplus 2
PROD_000054,OnePlus OnePlus 2 64GB Black,electronics,smartphones,oneplus,62405.02,0.21,4.2,False,2015,oneplus 2
PROD_000055,OnePlus OnePlus 2 16GB White,electronics,smartphones,oneplus,54731.86,0.2,4.1,True,2015,oneplus 2
PROD_000056,OnePlus OnePlus 2 32GB White,electronics,smartphones,oneplus,42790.64,0.25,3.9,True,2015,oneplus 2
PROD_000057,OnePlus OnePlus 2 64GB White,electronics,smartphones,oneplus,96543.62,0.22,4.6,True,2015,oneplus 2
PROD_000058,OnePlus OnePlus X 16GB Black,electronics,smartphones,oneplus,102741.22,0.16,3.7,True,2015,oneplus x
PROD_000059,OnePlus OnePlus X 32GB Black,electronics,smartphones,oneplus,57182.39,0.2,3.8,True,2015,oneplus x
PROD_000060,OnePlus OnePlus X 16GB White,electronics,smartphones,oneplus,94029.64,0.24,3.3,True,2015,oneplus x
PROD_000061,OnePlus OnePlus X 32GB White,electronics,smartphones,oneplus,82953.19,0.19,3.6,True,2015,oneplus x
PROD_000062,OnePlus OnePlus X 16GB Blue,electronics,smartphones,oneplus,60643.25,0.23,3.4,True,2015,oneplus x
PROD_000063,OnePlus OnePlus X 32GB Blue,electronics,smartphones,oneplus,75380.48,0.18,3.8,True,2015,oneplus x
PROD_000064,Xiaomi Mi 4i 16GB Black,electronics,smartphones,xiaomi,12171.1,0.21,3.5,True,2015,mi 4i
PROD_000065,Xiaomi Mi 4i 32GB Black,electronics,smartphones,xiaomi,25093.87,0.16,4.5,True,2015,mi 4i
PROD_000066,Xiaomi Mi 4i 64GB Black,electronics,smartphones,xiaomi,31102.54,0.19,4.2,True,2015,mi 4i
PROD_000067,Xiaomi Mi 4i 16GB White,electronics,smartphones,xiaomi,17116.37,0.25,4.5,False,2015,mi 4i
PROD_000068,Xiaomi Mi 4i 32GB White,electronics,smartphones,xiaomi,20258.29,0.15,3.7,True,2015,mi 4i
PROD_000069,Xiaomi Mi 4i 64GB White,electronics,smartphones,xiaomi,22779.49,0.23,3.6,False,2015,mi 4i
PROD_000070,Xiaomi Redmi 2 16GB Black,electronics,smartphones,xiaomi,29534.7,0.2,4.2,True,2015,redmi 2
PROD_000071,Xiaomi Redmi 2 32GB Black,electronics,smartphones,xiaomi,44203.12,0.2,3.7,True,2015,redmi 2
PROD_000072,Xiaomi Redmi 2 64GB Black,electronics,smartphones,xiaomi,20937.46,0.19,3.3,True,2015,redmi 2
PROD_000073,Xiaomi Redmi 2 16GB White,electronics,smartphones,xiaomi,43767.4,0.23,4.2,True,2015,redmi 2
PROD_000074,Xiaomi Redmi 2 32GB White,electronics,smartphones,xiaomi,17718.71,0.17,3.6,True,2015,redmi 2
PROD_000075,Xiaomi Redmi 2 64GB White,electronics,smartphones,xiaomi,35581.67,0.22,3.6,False,2015,redmi 2
PROD_000076,Xiaomi Redmi 2 16GB Blue,electronics,smartphones,xiaomi,36350.6,0.21,4.1,True,2015,redmi 2
PROD_000077,Xiaomi Redmi 2 32GB Blue,electronics,smartphones,xiaomi,20175.12,0.19,4.3,True,2015,redmi 2
PROD_000078,Xiaomi Redmi Note 4G 16GB Black,electronics,smartphones,xiaomi,13344.05,0.24,4.3,True,2015,redmi note 4g
PROD_000079,Xiaomi Redmi Note 4G 32GB Black,electronics,smartphones,xiaomi,15228.53,0.2,3.9,True,2015,redmi note 4g
PROD_000080,Xiaomi Redmi Note 4G 64GB Black,electronics,smartphones,xiaomi,26317.1,0.19,4.1,True,2015,redmi note 4g
PROD_000081,Xiaomi Redmi Note 4G 16GB White,electronics,smartphones,xiaomi,13495.03,0.19,4.1,True,2015,redmi note 4g
PROD_000082,Xiaomi Redmi Note 4G 32GB White,electronics,smartphones,xiaomi,40264.16,0.22,3.4,True,2015,redmi note 4g
PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,electronics,smartphones,xiaomi,33199.84,0.15,4.1,False,2015,redmi note 4g
PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,electronics,smartphones,xiaomi,30990.65,0.19,4.2,True,2015,redmi note 4g
PROD_000085,Motorola Moto G (3rd Gen) 16GB Black,electronics,smartphones,motorola,21947.26,0.22,3.5,True,2015,moto g (3rd gen)
PROD_000086,Motorola Moto G (3rd Gen) 32GB Black,electronics,smartphones,motorola,11648.02,0.19,3.3,True,2015,moto g (3rd gen)
PROD_000087,Motorola Moto G (3rd Gen) 16GB White,electronics,smartphones,motorola,13721.42,0.22,3.8,True,2015,moto g (3rd gen)
PROD_000088,Motorola Moto G (3rd Gen) 32GB White,electronics,smartphones,motorola,13790.62,0.18,3.9,True,2015,moto g (3rd gen)
PROD_000089,Motorola Moto G (3rd Gen) 16GB Blue,electronics,smartphones,motorola,13921.72,0.24,3.3,True,2015,moto g (3rd gen)
PROD_000090,Motorola Moto G (3rd Gen) 32GB Blue,electronics,smartphones,motorola,24448.87,0.2,3.8,True,2015,moto g (3rd gen)
PROD_000091,Motorola Moto G (3rd Gen) 64GB Blue,electronics,smartphones,motorola,17790.72,0.22,3.4,True,2015,moto g (3rd gen)
PROD_000092,Motorola Moto G (3rd Gen) 16GB Gold,electronics,smartphones,motorola,17869.25,0.24,4.0,True,2015,moto g (3rd gen)
PROD_000093,Motorola Moto X Play 16GB Black,electronics,smartphones,motorola,9753.11,0.24,4.0,True,2015,moto x play
PROD_000094,Motorola Moto X Play 32GB Black,electronics,smartphones,motorola,13440.84,0.24,3.8,True,2015,moto x play
PROD_000095,Motorola Moto X Play 16GB White,electronics,smartphones,motorola,23391.49,0.16,3.7,False,2015,moto x play
PROD_000096,Motorola Moto X Play 32GB White,electronics,smartphones,motorola,24160.32,0.21,4.1,True,2015,moto x play
PROD_000097,Motorola Moto X Play 16GB Blue,electronics,smartphones,motorola,12984.58,0.18,4.2,True,2015,moto x play
PROD_000098,Motorola Moto X Play 32GB Blue,electronics,smartphones,motorola,21456.84,0.23,3.3,True,2015,moto x play
PROD_000099,Motorola Moto X Play 16GB Gold,electronics,smartphones,motorola,8978.5,0.2,3.9,False,2015,moto x play
PROD_000100,Motorola Moto X Play 32GB Gold,electronics,smartphones,motorola,13965.56,0.16,3.4,True,2015,moto x play
PROD_000101,Motorola Moto E (2nd Gen) 16GB Black,electronics,smartphones,motorola,9429.82,0.22,3.3,True,2015,moto e (2nd gen)
PROD_000102,Motorola Moto E (2nd Gen) 32GB Black,electronics,smartphones,motorola,20006.12,0.16,3.3,False,2015,moto e (2nd gen)
PROD_000103,Motorola Moto E (2nd Gen) 16GB White,electronics,smartphones,motorola,14362.6,0.19,4.4,False,2015,moto e (2nd gen)
PROD_000104,Motorola Moto E (2nd Gen) 32GB White,electronics,smartphones,motorola,24762.02,0.23,3.8,True,2015,moto e (2nd gen)
PROD_000105,Motorola Moto E (2nd Gen) 64GB White,electronics,smartphones,motorola,21211.5,0.21,3.8,False,2015,moto e (2nd gen)
PROD_000106,Apple iPhone 7 16GB Black,electronics,smartphones,apple,153020.21,0.21,4.3,True,2016,iphone 7
PROD_000107,Apple iPhone 7 32GB Black,electronics,smartphones,apple,194779.04,0.22,4.2,True,2016,iphone 7
PROD_000108,Apple iPhone 7 64GB Black,electronics,smartphones,apple,152522.29,0.2,3.3,True,2016,iphone 7
PROD_000109,Apple iPhone 7 16GB White,electronics,smartphones,apple,156133.58,0.23,4.7,True,2016,iphone 7
PROD_000110,Apple iPhone 7 32GB White,electronics,smartphones,apple,144768.64,0.15,4.6,False,2016,iphone 7
PROD_000111,Apple iPhone 7 16GB Blue,electronics,smartphones,apple,137799.02,0.22,3.3,True,2016,iphone 7
PROD_000112,Apple iPhone 7 32GB Blue,electronics,smartphones,apple,134180.91,0.18,4.7,True,2016,iphone 7
PROD_000113,Apple iPhone 7 16GB Gold,electronics,smartphones,apple,150920.18,0.22,4.6,False,2016,iphone 7
PROD_000114,Apple iPhone 7 Plus 16GB Black,electronics,smartphones,apple,146066.01,0.17,4.2,True,2016,iphone 7 plus
PROD_000115,Apple iPhone 7 Plus 32GB Black,electronics,smartphones,apple,135439.47,0.18,3.7,True,2016,iphone 7 plus
PROD_000116,Apple iPhone 7 Plus 64GB Black,electronics,smartphones,apple,157824.08,0.15,3.6,True,2016,iphone 7 plus
PROD_000117,Apple iPhone 7 Plus 16GB White,electronics,smartphones,apple,172778.19,0.18,3.4,True,2016,iphone 7 plus
PROD_000118,Apple iPhone 7 Plus 32GB White,electronics,smartphones,apple,206553.18,0.19,4.1,False,2016,iphone 7 plus
PROD_000119,Apple iPhone 7 Plus 64GB White,electronics,smartphones,apple,120774.84,0.24,4.0,True,2016,iphone 7 plus
PROD_000120,Apple iPhone 7 Plus 16GB Blue,electronics,smartphones,apple,153625.51,0.23,3.9,False,2016,iphone 7 plus
PROD_000121,Apple iPhone 7 Plus 32GB Blue,electronics,smartphones,apple,150173.9,0.22,3.8,True,2016,iphone 7 plus
PROD_000122,Apple iPhone SE 16GB Black,electronics,smartphones,apple,99217.33,0.19,3.6,True,2016,iphone se
PROD_000123,Apple iPhone SE 32GB Black,electronics,smartphones,apple,109118.06,0.23,4.7,False,2016,iphone se
PROD_000124,Apple iPhone SE 16GB White,electronics,smartphones,apple,101385.79,0.23,4.6,True,2016,iphone se
PROD_000125,Apple iPhone SE 32GB White,electronics,smartphones,apple,93683.7,0.2,3.4,False,2016,iphone se
PROD_000126,Samsung Galaxy S7 16GB Black,electronics,smartphones,samsung,157847.83,0.23,3.3,True,2016,galaxy s7
PROD_000127,Samsung Galaxy S7 32GB Black,electronics,smartphones,samsung,65395.95,0.2,3.9,True,2016,galaxy s7
PROD_000128,Samsung Galaxy S7 64GB Black,electronics,smartphones,samsung,96239.94,0.23,4.7,True,2016,galaxy s7
PROD_000129,Samsung Galaxy S7 16GB White,electronics,smartphones,samsung,148516.33,0.21,3.9,True,2016,galaxy s7
PROD_000130,Samsung Galaxy S7 32GB White,electronics,smartphones,samsung,147744.17,0.21,4.4,False,2016,galaxy s7
PROD_000131,Samsung Galaxy S7 64GB White,electronics,smartphones,samsung,129664.48,0.25,4.1,True,2016,galaxy s7
PROD_000132,Samsung Galaxy S7 Edge 16GB Black,electronics,smartphones,samsung,100611.59,0.2,4.4,True,2016,galaxy s7 edge
PROD_000133,Samsung Galaxy S7 Edge 32GB Black,electronics,smartphones,samsung,130185.36,0.24,4.6,True,2016,galaxy s7 edge
PROD_000134,Samsung Galaxy S7 Edge 16GB White,electronics,smartphones,samsung,163071.46,0.2,3.6,True,2016,galaxy s7 edge
PROD_000135,Samsung Galaxy S7 Edge 32GB White,electronics,smartphones,samsung,168843.52,0.2,3.7,True,2016,galaxy s7 edge
PROD_000136,Samsung Galaxy S7 Edge 16GB Blue,electronics,smartphones,samsung,88935.73,0.16,3.4,True,2016,galaxy s7 edge
PROD_000137,Samsung Galaxy S7 Edge 32GB Blue,electronics,smartphones,samsung,79405.49,0.16,4.2,True,2016,galaxy s7 edge
PROD_000138,Samsung Galaxy S7 Edge 16GB Gold,electronics,smartphones,samsung,100332.07,0.24,3.9,True,2016,galaxy s7 edge
PROD_000139,Samsung Galaxy S7 Edge 32GB Gold,electronics,smartphones,samsung,81610.55,0.17,3.3,True,2016,galaxy s7 edge
PROD_000140,Samsung Galaxy Note 7 16GB Black,electronics,smartphones,samsung,122261.25,0.2,3.7,False,2016,galaxy note 7
PROD_000141,Samsung Galaxy Note 7 32GB Black,electronics,smartphones,samsung,76904.83,0.18,3.7,True,2016,galaxy note 7
PROD_000142,Samsung Galaxy Note 7 16GB White,electronics,smartphones,samsung,114963.7,0.22,4.0,True,2016,galaxy note 7
PROD_000143,Samsung Galaxy Note 7 32GB White,electronics,smartphones,samsung,103746.88,0.15,4.5,True,2016,galaxy note 7
PROD_000144,Samsung Galaxy Note 7 64GB White,electronics,smartphones,samsung,127506.03,0.25,4.0,False,2016,galaxy note 7
PROD_000145,Samsung Galaxy Note 7 16GB Blue,electronics,smartphones,samsung,88500.59,0.23,4.0,True,2016,galaxy note 7
PROD_000146,Samsung Galaxy Note 7 32GB Blue,electronics,smartphones,samsung,69732.87,0.16,3.4,True,2016,galaxy note 7
PROD_000147,Samsung Galaxy J7 Prime 16GB Black,electronics,smartphones,samsung,17679.46,0.19,4.0,True,2016,galaxy j7 prime
PROD_000148,Samsung Galaxy J7 Prime 32GB Black,electronics,smartphones,samsung,22638.84,0.19,3.2,True,2016,galaxy j7 prime
PROD_000149,Samsung Galaxy J7 Prime 64GB Black,electronics,smartphones,samsung,20870.31,0.18,3.4,False,2016,galaxy j7 prime
PROD_000150,Samsung Galaxy J7 Prime 16GB White,electronics,smartphones,samsung,32563.93,0.22,4.4,True,2016,galaxy j7 prime
PROD_000151,Samsung Galaxy J7 Prime 32GB White,electronics,smartphones,samsung,17059.76,0.2,4.1,True,2016,galaxy j7 prime
PROD_000152,Samsung Galaxy J7 Prime 16GB Blue,electronics,smartphones,samsung,27608.78,0.16,3.6,True,2016,galaxy j7 prime
PROD_000153,Samsung Galaxy J7 Prime 32GB Blue,electronics,smartphones,samsung,34165.07,0.21,3.7,False,2016,galaxy j7 prime
PROD_000154,Samsung Galaxy J7 Prime 16GB Gold,electronics,smartphones,samsung,32936.71,0.17,3.4,True,2016,galaxy j7 prime
PROD_000155,OnePlus OnePlus 3 16GB Black,electronics,smartphones,oneplus,45624.81,0.23,3.3,True,2016,oneplus 3
PROD_000156,OnePlus OnePlus 3 32GB Black,electronics,smartphones,oneplus,43304.67,0.15,4.2,False,2016,oneplus 3
PROD_000157,OnePlus OnePlus 3 64GB Black,electronics,smartphones,oneplus,97383.06,0.21,4.6,True,2016,oneplus 3
PROD_000158,OnePlus OnePlus 3 16GB White,electronics,smartphones,oneplus,102404.3,0.2,4.3,True,2016,oneplus 3
PROD_000159,OnePlus OnePlus 3 32GB White,electronics,smartphones,oneplus,85981.27,0.2,3.9,True,2016,oneplus 3
PROD_000160,OnePlus OnePlus 3 64GB White,electronics,smartphones,oneplus,53124.96,0.25,4.3,True,2016,oneplus 3
PROD_000161,OnePlus OnePlus 3 16GB Blue,electronics,smartphones,oneplus,87119.82,0.2,4.3,True,2016,oneplus 3
PROD_000162,OnePlus OnePlus 3 32GB Blue,electronics,smartphones,oneplus,45586.57,0.2,4.6,True,2016,oneplus 3
PROD_000163,OnePlus OnePlus 3T 16GB Black,electronics,smartphones,oneplus,48602.54,0.16,4.7,True,2016,oneplus 3t
PROD_000164,OnePlus OnePlus 3T 32GB Black,electronics,smartphones,oneplus,91831.96,0.18,4.2,True,2016,oneplus 3t
PROD_000165,OnePlus OnePlus 3T 16GB White,electronics,smartphones,oneplus,78120.88,0.2,3.8,True,2016,oneplus 3t
PROD_000166,OnePlus OnePlus 3T 32GB White,electronics,smartphones,oneplus,99489.87,0.23,4.6,True,2016,oneplus 3t
PROD_000167,OnePlus OnePlus 3T 64GB White,electronics,smartphones,oneplus,86775.52,0.24,3.5,True,2016,oneplus 3t
PROD_000168,OnePlus OnePlus 3T 16GB Blue,electronics,smartphones,oneplus,87431.72,0.21,4.5,True,2016,oneplus 3t
PROD_000169,OnePlus OnePlus 3T 32GB Blue,electronics,smartphones,oneplus,90897.11,0.17,3.4,True,2016,oneplus 3t
PROD_000170,OnePlus OnePlus 3T 64GB Blue,electronics,smartphones,oneplus,92132.78,0.22,4.0,True,2016,oneplus 3t
PROD_000171,Xiaomi Redmi Note 3 16GB Black,electronics,smartphones,xiaomi,34538.41,0.2,4.3,False,2016,redmi note 3
PROD_000172,Xiaomi Redmi Note 3 32GB Black,electronics,smartphones,xiaomi,32595.35,0.2,3.9,True,2016,redmi note 3
PROD_000173,Xiaomi Redmi Note 3 64GB Black,electronics,smartphones,xiaomi,23726.96,0.19,4.0,True,2016,redmi note 3
PROD_000174,Xiaomi Redmi Note 3 16GB White,electronics,smartphones,xiaomi,19557.84,0.2,3.8,True,2016,redmi note 3
PROD_000175,Xiaomi Redmi Note 3 32GB White,electronics,smartphones,xiaomi,36108.12,0.22,3.5,False,2016,redmi note 3
PROD_000176,Xiaomi Mi 5 16GB Black,electronics,smartphones,xiaomi,41498.46,0.23,3.4,True,2016,mi 5
PROD_000177,Xiaomi Mi 5 32GB Black,electronics,smartphones,xiaomi,20200.14,0.22,3.3,True,2016,mi 5
PROD_000178,Xiaomi Mi 5 64GB Black,electronics,smartphones,xiaomi,37161.14,0.24,3.7,True,2016,mi 5
PROD_000179,Xiaomi Mi 5 16GB White,electronics,smartphones,xiaomi,15650.85,0.23,3.4,True,2016,mi 5
PROD_000180,Xiaomi Mi 5 32GB White,electronics,smartphones,xiaomi,38310.75,0.16,3.5,True,2016,mi 5
PROD_000181,Xiaomi Mi 5 64GB White,electronics,smartphones,xiaomi,35761.21,0.21,4.2,True,2016,mi 5
PROD_000182,Xiaomi Redmi 3s 16GB Black,electronics,smartphones,xiaomi,43649.47,0.18,3.5,True,2016,redmi 3s
PROD_000183,Xiaomi Redmi 3s 32GB Black,electronics,smartphones,xiaomi,21501.68,0.21,4.6,True,2016,redmi 3s
PROD_000184,Xiaomi Redmi 3s 16GB White,electronics,smartphones,xiaomi,15326.22,0.18,4.3,True,2016,redmi 3s
PROD_000185,Xiaomi Redmi 3s 32GB White,electronics,smartphones,xiaomi,15373.02,0.24,4.4,True,2016,redmi 3s
PROD_000186,Xiaomi Redmi 3s 16GB Blue,electronics,smartphones,xiaomi,33495.12,0.23,3.8,True,2016,redmi 3s
PROD_000187,Xiaomi Redmi 3s 32GB Blue,electronics,smartphones,xiaomi,14551.6,0.16,4.5,False,2016,redmi 3s
PROD_000188,Xiaomi Redmi 3s 64GB Blue,electronics,smartphones,xiaomi,16052.76,0.17,3.4,True,2016,redmi 3s
PROD_000189,Xiaomi Redmi 3s 16GB Gold,electronics,smartphones,xiaomi,39637.2,0.18,3.7,True,2016,redmi 3s
PROD_000190,Motorola Moto G4 16GB Black,electronics,smartphones,motorola,13698.35,0.23,3.2,True,2016,moto g4
PROD_000191,Motorola Moto G4 32GB Black,electronics,smartphones,motorola,14768.87,0.2,4.6,True,2016,moto g4
PROD_000192,Motorola Moto G4 16GB White,electronics,smartphones,motorola,13898.2,0.22,3.9,True,2016,moto g4
PROD_000193,Motorola Moto G4 32GB White,electronics,smartphones,motorola,15691.47,0.16,3.5,True,2016,moto g4
PROD_000194,Motorola Moto G4 16GB Blue,electronics,smartphones,motorola,15121.73,0.24,3.7,True,2016,moto g4
PROD_000195,Motorola Moto G4 32GB Blue,electronics,smartphones,motorola,18748.49,0.15,4.2,True,2016,moto g4
PROD_000196,Motorola Moto G4 16GB Gold,electronics,smartphones,motorola,24338.2,0.16,3.8,True,2016,moto g4
PROD_000197,Motorola Moto G4 32GB Gold,electronics,smartphones,motorola,24946.86,0.2,4.1,True,2016,moto g4
PROD_000198,Motorola Moto G4 Plus 16GB Black,electronics,smartphones,motorola,13939.58,0.2,4.1,True,2016,moto g4 plus
PROD_000199,Motorola Moto G4 Plus 32GB Black,electronics,smartphones,motorola,22221.6,0.21,3.6,True,2016,moto g4 plus
PROD_000200,Motorola Moto G4 Plus 16GB White,electronics,smartphones,motorola,16970.01,0.2,3.9,True,2016,moto g4 plus
PROD_000201,Motorola Moto G4 Plus 32GB White,electronics,smartphones,motorola,21011.06,0.16,3.7,True,2016,moto g4 plus
PROD_000202,Motorola Moto G4 Plus 16GB Blue,electronics,smartphones,motorola,20805.19,0.18,4.5,True,2016,moto g4 plus
PROD_000203,Motorola Moto G4 Plus 32GB Blue,electronics,smartphones,motorola,21612.75,0.25,4.5,False,2016,moto g4 plus
PROD_000204,Motorola Moto G4 Plus 64GB Blue,electronics,smartphones,motorola,14935.74,0.21,3.6,True,2016,moto g4 plus
PROD_000205,Motorola Moto G4 Plus 16GB Gold,electronics,smartphones,motorola,16593.63,0.21,3.7,True,2016,moto g4 plus
PROD_000206,Motorola Moto Z 16GB Black,electronics,smartphones,motorola,9690.5,0.17,4.3,False,2016,moto z
PROD_000207,Motorola Moto Z 32GB Black,electronics,smartphones,motorola,22113.74,0.19,4.2,True,2016,moto z
PROD_000208,Motorola Moto Z 16GB White,electronics,smartphones,motorola,12983.51,0.24,3.2,True,2016,moto z
PROD_000209,Motorola Moto Z 32GB White,electronics,smartphones,motorola,11534.07,0.15,3.5,True,2016,moto z
PROD_000210,Motorola Moto Z 64GB White,electronics,smartphones,motorola,15164.22,0.24,4.4,True,2016,moto z
PROD_000211,Motorola Moto Z 16GB Blue,electronics,smartphones,motorola,12410.2,0.19,4.1,True,2016,moto z
PROD_000212,Motorola Moto Z 32GB Blue,electronics,smartphones,motorola,18610.53,0.19,4.0,True,2016,moto z
PROD_000213,Motorola Moto Z 16GB Gold,electronics,smartphones,motorola,13005.92,0.24,4.3,True,2016,moto z
PROD_000214,Apple iPhone 8 16GB Black,electronics,smartphones,apple,201955.22,0.23,3.8,True,2017,iphone 8
